User_ID,Date,Level,Transaction_name,Amount_in_usd
1270288,2018-12-05 16:24:27,20,usd4,3.8179
1370097,2018-12-05 22:16:11,4,usd_50_25,12.99
1363566,2018-12-06 01:10:57,23,ship2,13.99
1370948,2018-12-06 17:09:00,6,pack10,12.99
1370948,2018-12-06 18:40:15,8,usd_50_25,12.99
1369960,2018-12-05 06:35:35,1,usd4,4.2044
1369960,2018-12-05 06:38:03,3,usd_50_4,2.0952
1369960,2018-12-05 06:38:18,3,usd_50_4,2.0952
1369960,2018-12-05 06:39:13,3,pack3,4.9075
1369960,2018-12-05 07:03:48,5,pack10,12.6414
1369960,2018-12-05 08:56:36,9,pack13,18.9691
1369960,2018-12-05 08:57:01,9,usd_50_4,2.0952
1369960,2018-12-05 14:40:04,15,pack15,24.5938
1369960,2018-12-05 14:40:28,15,usd_50_10,4.9075
1369960,2018-12-05 14:41:08,15,usd_50_10,4.9075
1369481,2018-12-05 15:30:40,14,usd_50_10,6.242000000000001
1369960,2018-12-05 17:08:44,16,usd_50_4,2.0952
1369960,2018-12-05 17:08:52,16,usd_50_4,2.0952
1369960,2018-12-05 17:09:02,16,usd_50_4,2.0952
1370181,2018-12-05 19:35:10,10,usd_50_10,4.99
1370333,2018-12-05 21:05:20,6,usd_50_10,4.99
1370333,2018-12-05 21:13:11,7,usd_50_10,4.99
1369693,2018-12-05 21:31:49,11,usd_50_10,6.242000000000001
1334771,2018-12-05 22:04:12,23,ship2,16.2988
1368604,2018-12-05 23:21:00,16,usd_50_10,4.99
1368604,2018-12-06 00:01:13,16,usd_50_10,4.99
1369693,2018-12-06 00:03:14,12,usd_50_4,2.4893
1370510,2018-12-06 01:18:37,3,pack3,6.242000000000001
1369693,2018-12-06 02:29:17,12,usd_50_4,2.4894
1370333,2018-12-06 04:17:14,13,usd_50_10,4.99
333894,2018-12-06 05:45:58,12,usd4,4.8829
201327,2018-12-06 07:09:05,10,usd10,9.99
1368389,2018-12-06 10:51:56,23,ship2,13.99
1370776,2018-12-06 12:20:45,6,usd_50_4,2.4904
1370251,2018-12-06 13:41:23,3,pack3,4.99
1369693,2018-12-06 17:00:44,14,usd_50_4,2.4894
1370776,2018-12-06 18:31:49,8,usd_50_4,2.4904
1359777,2018-12-06 19:34:36,22,usd_50_75,37.99
1370776,2018-12-06 19:38:48,10,pack11,5.9704
1370776,2018-12-06 20:39:44,11,usd_50_4,2.4904
1370383,2018-12-06 22:54:05,5,pack10,12.99
201327,2018-12-06 23:02:13,13,usd10,9.99
1360040,2018-12-05 06:30:20,25,ship2,13.99
398147,2018-12-05 15:02:49,20,usd10,9.99
1369135,2018-12-05 16:43:41,19,ship1,7.8375
1370102,2018-12-05 18:34:41,10,pack11,5.9694
29904,2018-12-06 03:33:57,40,usd10,9.99
1121209,2018-12-06 21:59:52,15,usd4,3.99
1369843,2018-12-05 02:05:19,3,usd_50_75,37.99
1369554,2018-12-05 04:59:15,9,pack13,19.0923
1369554,2018-12-05 05:29:38,10,usd_50_75,38.4427
1369554,2018-12-05 11:08:43,15,pack15,25.5425
1369843,2018-12-05 14:00:07,9,pack13,18.99
1370238,2018-12-05 17:04:31,3,pack3,4.99
1359976,2018-12-05 23:12:00,14,usd_50_25,12.99
1370325,2018-12-05 23:46:47,9,usd_50_4,1.99
1370325,2018-12-06 03:33:16,10,pack11,4.99
1370584,2018-12-06 04:14:58,1,usd4,3.99
1370584,2018-12-06 04:18:39,3,pack3,4.99
1369368,2018-12-06 17:13:00,3,pack3,5.9704
1071623,2018-12-06 17:47:54,5,usd4,4.8829
1370641,2018-12-06 18:47:17,5,pack10,12.99
1370312,2018-12-06 19:29:40,7,usd_50_10,5.9704
1370584,2018-12-06 21:19:43,6,usd_50_10,4.99
1334192,2018-12-06 22:52:33,17,usd10,9.99
1370584,2018-12-06 23:39:46,7,usd_50_4,1.99
1370584,2018-12-06 23:39:59,7,usd_50_4,1.99
1370584,2018-12-06 23:40:11,7,usd_50_4,1.99
1370584,2018-12-06 23:40:38,7,usd_50_4,1.99
1369870,2018-12-05 03:25:05,4,pack3,5.6563
1359577,2018-12-05 03:38:41,13,usd_50_25,12.99
1369870,2018-12-05 04:22:56,7,pack4,6.3217
1368307,2018-12-05 08:10:41,10,usd_50_4,1.96
1369870,2018-12-05 08:34:22,9,pack13,20.9616
1359140,2018-12-05 17:57:53,8,usd_50_50,24.99
1370427,2018-12-06 00:59:18,6,usd_50_4,1.99
1370427,2018-12-06 02:10:44,9,usd_50_4,1.99
1370427,2018-12-06 03:39:37,11,usd_50_4,1.99
1370427,2018-12-06 03:42:32,11,usd_50_4,1.99
1370427,2018-12-06 03:46:09,11,usd_50_4,1.99
1370427,2018-12-06 03:46:38,11,usd_50_4,1.99
1370036,2018-12-06 03:46:44,11,usd_50_4,1.9031
1359140,2018-12-06 04:38:48,9,pack13,18.99
1370427,2018-12-06 06:11:31,12,usd_50_4,1.99
1370036,2018-12-06 08:30:10,11,usd_50_4,1.9031
458129,2018-12-05 08:48:34,47,usd4,4.882
1323328,2018-12-05 12:44:53,16,ship1,8.2795
1323328,2018-12-05 12:45:46,16,usd25,24.8512
1370332,2018-12-05 20:14:51,3,pack3,4.99
1370370,2018-12-05 21:10:45,3,pack3,4.99
1370370,2018-12-05 21:25:11,5,pack10,12.99
1370370,2018-12-05 22:18:11,5,usd_50_25,12.99
1370370,2018-12-06 00:28:36,9,pack13,18.99
1333981,2018-12-06 03:45:18,19,usd10,9.99
1370370,2018-12-06 06:32:17,15,pack15,24.99
1368490,2018-12-06 09:05:08,6,usd_50_50,24.99
1369817,2018-12-06 10:39:14,11,usd_50_4,2.4894
7478,2018-12-06 14:26:50,17,usd_50_4,2.4904
1369978,2018-12-06 16:10:58,5,usd_50_4,2.4894
1369978,2018-12-06 18:07:14,8,usd_50_4,2.4894
1369978,2018-12-06 18:10:41,8,usd_50_10,6.2422
1333981,2018-12-06 19:30:02,24,ship2,13.99
1333981,2018-12-06 19:39:59,24,usd25,24.99
143494,2018-12-06 19:55:55,4,usd_50_4,1.99
1370370,2018-12-06 21:37:46,17,usd_50_10,4.99
1371151,2018-12-06 21:54:04,4,usd_50_4,1.99
1371151,2018-12-06 21:54:21,4,pack3,4.99
1360334,2018-12-05 01:17:44,25,usd_50_4,1.99
1360334,2018-12-05 01:17:57,25,usd_50_4,1.99
1359145,2018-12-05 02:50:52,32,usd_50_4,1.99
1368518,2018-12-05 15:05:28,24,usd_50_4,1.9058
1368518,2018-12-05 16:02:19,24,usd_50_25,12.7411
1359145,2018-12-05 16:50:47,32,usd_50_4,1.99
1368518,2018-12-05 18:52:43,25,usd_50_4,1.9058
1368518,2018-12-05 19:32:21,25,usd_50_4,1.9058
1370151,2018-12-05 19:33:45,10,pack11,4.2757
1318200,2018-12-05 23:41:27,50,usd75,74.99
1358873,2018-12-06 11:01:00,24,usd_50_75,45.6641
1368518,2018-12-06 15:02:25,28,usd_50_4,1.9031
1368518,2018-12-06 15:03:59,28,usd_50_25,12.7236
1359145,2018-12-06 18:56:53,32,usd_50_4,1.99
1363602,2018-12-06 20:50:22,13,usd_50_10,5.3237
1318200,2018-12-06 20:52:04,50,usd75,74.99
1371152,2018-12-06 23:08:26,4,usd_50_25,12.99
1369681,2018-12-05 00:24:12,9,usd_50_4,1.99
1369880,2018-12-05 03:33:28,3,pack3,5.6639
1369681,2018-12-05 03:34:00,10,usd_50_4,1.99
1369880,2018-12-05 04:01:03,5,pack10,14.856
1370065,2018-12-05 11:42:02,6,usd_50_25,12.99
1369536,2018-12-05 14:04:43,5,usd_50_4,1.99
1370278,2018-12-05 18:11:04,3,pack3,6.242000000000001
1370278,2018-12-05 18:35:55,5,pack10,16.2493
1370278,2018-12-05 19:19:33,5,usd_50_10,6.242000000000001
1370065,2018-12-05 19:57:38,8,usd_50_10,4.99
1370065,2018-12-05 21:51:01,9,pack13,18.99
1334856,2018-12-06 01:35:41,23,ship2,13.99
1370065,2018-12-06 03:38:37,15,pack15,24.99
1370065,2018-12-06 04:05:10,15,usd_50_25,12.99
1370278,2018-12-06 05:23:03,9,pack13,23.7556
1370627,2018-12-06 05:58:04,3,pack3,4.99
1369536,2018-12-06 23:02:55,9,usd_50_4,1.99
1369536,2018-12-06 23:04:18,9,usd_50_4,1.99
1369536,2018-12-06 23:04:40,9,usd_50_4,1.99
1369536,2018-12-06 23:47:08,10,pack13,18.99
1369535,2018-12-05 00:35:30,15,pack15,24.5197
1369601,2018-12-05 00:43:55,9,usd_50_10,4.99
1369601,2018-12-05 03:03:53,10,usd_50_4,1.99
1369273,2018-12-05 04:23:20,7,usd_50_4,1.99
1369601,2018-12-05 05:27:19,12,usd_50_10,4.99
1369601,2018-12-05 06:05:01,13,usd_50_4,1.99
1369601,2018-12-05 07:17:21,14,usd_50_4,1.99
26838,2018-12-05 12:02:06,49,usd10,10.530999999999999
26838,2018-12-05 12:02:29,49,usd4,4.2511
26838,2018-12-05 12:02:53,49,usd4,4.2511
26838,2018-12-05 12:03:30,49,usd4,4.2511
1369800,2018-12-05 16:35:24,8,usd_50_4,1.99
1369601,2018-12-05 17:12:06,16,usd_50_10,4.99
1369800,2018-12-05 20:38:56,9,usd_50_10,4.99
26838,2018-12-05 21:37:13,49,usd4,4.2511
1369535,2018-12-05 22:49:07,27,usd_50_75,39.3585
1369800,2018-12-05 23:10:49,11,usd_50_25,12.99
1369535,2018-12-06 02:09:54,28,usd_50_75,39.356
1369535,2018-12-06 02:10:34,28,usd_50_4,2.0951
1369515,2018-12-06 10:55:59,8,usd_50_4,2.4894
1358939,2018-12-06 18:10:59,13,usd_50_4,2.0695
1371027,2018-12-06 18:34:12,4,usd_50_4,1.99
1371027,2018-12-06 18:34:48,4,pack3,4.99
1371027,2018-12-06 19:59:53,6,pack10,12.99
1371027,2018-12-06 20:42:47,8,usd_50_10,4.99
1370513,2018-12-06 20:38:53,11,usd_50_10,5.9704
1369153,2018-12-05 11:36:56,15,pack15,24.99
1368148,2018-12-05 13:06:14,10,pack11,5.1599
1369153,2018-12-05 19:20:29,17,usd_50_75,37.99
1369153,2018-12-05 20:22:46,18,ship1,7.99
1369472,2018-12-06 06:05:36,7,usd_50_25,12.8496
1075284,2018-12-06 09:05:45,14,usd10,9.5411
1075284,2018-12-06 09:12:41,14,usd10,9.5411
1369153,2018-12-06 20:51:01,20,usd_50_75,37.99
1370153,2018-12-05 14:27:20,3,pack3,5.0926
1369560,2018-12-05 14:41:56,14,usd10,12.4965
1359543,2018-12-05 17:03:18,16,usd_50_10,4.99
1370255,2018-12-05 23:02:27,9,usd_50_25,12.99
1370255,2018-12-06 01:11:01,11,usd_50_10,4.99
1370153,2018-12-06 03:09:12,5,usd_50_4,1.9031
1370153,2018-12-06 03:13:41,5,usd_50_4,1.9031
1369825,2018-12-05 01:23:51,3,pack3,4.99
1370146,2018-12-05 14:15:23,3,pack3,4.99
1359541,2018-12-05 15:40:37,11,usd_50_25,15.2115
409645,2018-12-05 17:42:56,9,usd10,11.9496
1370280,2018-12-05 18:15:15,3,pack3,5.1644
1370280,2018-12-05 18:29:18,4,usd_50_75,38.2162
1370280,2018-12-05 20:01:36,6,pack10,13.4273
1370280,2018-12-05 21:38:36,9,pack13,19.6245
1370164,2018-12-05 22:47:49,6,usd_50_4,1.99
1370164,2018-12-06 01:26:57,8,usd_50_4,1.99
1370164,2018-12-06 01:28:09,8,usd_50_4,1.99
1370164,2018-12-06 01:29:09,8,usd_50_10,4.99
1369625,2018-12-06 01:49:17,10,pack11,4.99
1370164,2018-12-06 02:04:23,10,usd_50_10,4.99
1359085,2018-12-06 16:22:45,10,usd_50_4,2.4894
16213,2018-12-06 22:47:21,23,ship2,13.99
1368419,2018-12-05 13:09:58,10,pack11,4.99
1370171,2018-12-05 15:21:38,4,usd_50_50,24.99
1363338,2018-12-05 19:55:33,14,usd_50_10,5.9694
1370171,2018-12-06 08:33:14,9,usd_50_25,12.99
1369337,2018-12-05 04:06:53,8,usd_50_25,12.99
1334463,2018-12-05 06:16:13,28,ship2,16.9147
1369936,2018-12-05 08:31:11,3,usd_50_4,2.0072
1369936,2018-12-05 18:44:12,8,usd_50_10,5.1056
1370343,2018-12-05 20:41:49,5,pack10,12.99
1369717,2018-12-06 02:34:21,9,usd_50_10,4.99
1334463,2018-12-06 11:06:29,29,usd25,29.9572
1370682,2018-12-06 11:17:14,7,usd_50_4,1.99
1370682,2018-12-06 13:21:00,10,pack11,4.99
1370712,2018-12-06 09:36:13,10,pack11,597037630.0
1370168,2018-12-06 09:45:55,9,usd_50_4,2.4894
1370168,2018-12-06 09:46:23,9,usd_50_4,2.4894
1370168,2018-12-06 09:47:44,9,usd_50_4,2.4894
1370168,2018-12-06 14:15:21,10,pack13,23.7556
1333369,2018-12-06 18:30:34,33,usd75,86.9891
1333369,2018-12-06 18:32:48,33,usd4,4.8829
1333369,2018-12-06 18:33:27,33,usd4,4.8829
1333369,2018-12-06 18:34:26,33,usd4,4.8829
1333369,2018-12-06 18:35:14,33,usd4,4.8829
1363438,2018-12-06 21:31:35,13,usd_50_4,2.4894
1363438,2018-12-06 21:32:09,13,usd_50_4,2.4894
1369991,2018-12-05 09:23:56,6,usd_50_4,2.49
1369991,2018-12-05 11:10:50,8,usd_50_10,5.9694
1369991,2018-12-05 12:46:11,9,usd_50_10,5.9694
1369991,2018-12-05 18:00:47,12,usd_50_25,15.2115
1369991,2018-12-05 19:37:42,14,usd_50_10,5.9694
1370382,2018-12-06 01:48:47,8,usd_50_10,4.99
1369991,2018-12-06 08:40:29,15,usd_50_25,15.2141
1273313,2018-12-06 09:49:11,18,ship1,7.99
1369360,2018-12-06 11:15:37,10,pack11,5.9704
1369421,2018-12-06 14:06:04,7,usd_50_25,13.5015
1369421,2018-12-06 15:10:11,9,usd_50_4,2.0137
1369421,2018-12-06 15:10:47,9,usd_50_4,2.0137
1369421,2018-12-06 15:11:17,9,usd_50_10,5.1222
1370302,2018-12-06 15:15:53,11,usd_50_4,1.5093
1370316,2018-12-06 20:08:29,7,usd_50_4,1.99
1368926,2018-12-05 10:33:08,15,usd_50_25,15.2115
1368545,2018-12-05 22:17:32,13,usd_50_75,37.99
1368545,2018-12-06 02:02:37,15,usd_50_75,37.99
1201638,2018-12-06 08:09:45,39,usd10,11.9516
1368992,2018-12-06 10:06:26,11,pack8,11.9516
1370051,2018-12-06 11:12:56,10,pack11,6.2422
1370822,2018-12-06 15:58:50,8,usd_50_4,1.99
1359681,2018-12-06 16:53:05,18,usd_50_75,37.99
1359681,2018-12-06 18:58:43,19,usd_50_75,37.99
1370886,2018-12-06 21:06:35,7,pack4,5.99
1370886,2018-12-06 21:08:07,7,usd_50_10,4.99
1370822,2018-12-06 21:12:59,10,usd_50_4,1.99
1370822,2018-12-06 21:14:04,10,usd_50_4,1.99
1370886,2018-12-06 21:44:23,9,usd_50_4,1.99
1370886,2018-12-06 21:44:33,9,usd_50_4,1.99
1370886,2018-12-06 21:45:56,9,usd_50_4,1.99
1368757,2018-12-05 02:25:19,21,usd_50_10,4.99
1368757,2018-12-05 04:08:01,22,usd_50_10,4.99
1370114,2018-12-05 17:12:37,8,usd_50_4,2.4893
1368749,2018-12-05 23:24:11,9,usd_50_25,12.7411
1368757,2018-12-05 23:41:13,23,usd_50_4,1.99
1368757,2018-12-06 00:23:03,24,usd_50_10,4.99
1368757,2018-12-06 00:23:19,24,usd_50_10,4.99
1368749,2018-12-06 11:13:03,12,pack13,19.0886
859986,2018-12-06 19:29:59,11,usd50,49.99
1369737,2018-12-05 00:08:57,6,usd_50_4,1.99
1358784,2018-12-05 00:54:04,15,pack15,24.99
1368936,2018-12-05 01:59:53,29,usd_50_75,45.6563
1358784,2018-12-05 02:37:33,15,usd_50_10,4.99
1369737,2018-12-05 03:50:08,7,usd_50_4,1.99
1358784,2018-12-05 04:34:08,15,usd_50_10,4.99
1369737,2018-12-05 05:58:05,9,usd_50_4,1.99
1369737,2018-12-05 06:03:14,9,usd_50_10,4.99
1368936,2018-12-05 06:53:26,30,usd_50_75,45.6563
1368936,2018-12-05 07:23:16,30,usd_50_75,45.6563
1369990,2018-12-05 09:54:51,8,usd_50_10,5.0926
1369990,2018-12-05 10:01:41,9,usd_50_10,5.0926
1368442,2018-12-05 10:18:04,16,usd_50_10,5.1056
1368936,2018-12-05 13:02:57,31,usd_50_75,45.6563
1368936,2018-12-05 13:03:59,31,usd_50_25,15.2115
1368442,2018-12-05 17:12:59,17,usd_50_4,2.0072
1368936,2018-12-05 22:57:35,33,usd_50_25,15.2115
1368936,2018-12-05 22:58:33,33,usd_50_25,15.2115
1370456,2018-12-06 01:15:24,5,usd_50_4,1.9058
1370456,2018-12-06 03:33:15,9,usd_50_4,1.9031
1370272,2018-12-06 08:54:01,7,usd_50_4,2.4894
1369473,2018-12-06 10:42:51,10,pack11,4.9927
1370272,2018-12-06 12:13:01,8,usd_50_10,6.2422
1368936,2018-12-06 14:22:45,33,usd_50_75,45.6641
1368936,2018-12-06 14:23:23,33,usd_50_25,15.2141
1368936,2018-12-06 14:23:43,33,usd_50_25,15.2141
1368442,2018-12-06 14:46:12,20,usd_50_4,2.0137
1358784,2018-12-06 16:55:42,17,usd_50_50,24.99
1371048,2018-12-06 19:02:41,3,usd_50_75,37.99
1371048,2018-12-06 19:04:25,3,pack3,4.99
1371048,2018-12-06 19:38:25,5,pack10,12.99
1368936,2018-12-06 19:46:43,34,usd_50_25,15.2141
1368936,2018-12-06 19:47:47,34,usd_50_25,15.2141
1370456,2018-12-06 22:09:05,12,usd_50_10,5.0856
1371048,2018-12-06 22:14:46,9,pack13,18.99
1369809,2018-12-05 00:48:11,3,pack3,4.99
1369809,2018-12-05 01:15:58,5,pack10,12.99
1368421,2018-12-05 03:16:15,9,usd_50_4,2.3213
1368421,2018-12-05 04:38:03,10,pack11,5.6639
1369809,2018-12-05 04:55:06,9,pack13,18.99
78592,2018-12-05 06:40:16,33,usd4,4.2081
78592,2018-12-05 06:40:56,33,usd4,4.2081
1369345,2018-12-05 07:31:16,16,ship1,8.263
70678,2018-12-05 09:44:46,21,usd10,9.99
1360127,2018-12-05 10:55:15,9,usd_50_10,4.99
1368412,2018-12-05 19:25:39,15,pack15,24.99
1370425,2018-12-06 01:45:51,9,usd_50_25,12.99
1370425,2018-12-06 01:47:44,9,usd_50_4,1.99
1370285,2018-12-06 10:41:11,8,usd_50_4,2.0137
1370425,2018-12-06 21:45:39,13,usd_50_4,1.99
1369849,2018-12-05 02:47:51,5,usd_50_4,1.99
1369849,2018-12-05 03:05:47,6,pack10,12.99
1369849,2018-12-05 03:06:20,6,usd_50_25,12.99
1369917,2018-12-05 04:40:59,3,pack3,4.99
1369917,2018-12-05 04:59:18,5,usd_50_4,1.99
1369917,2018-12-05 04:59:38,5,pack10,12.99
1369447,2018-12-05 07:04:16,9,usd_50_10,4.99
1360408,2018-12-05 10:05:48,17,usd_50_4,1.99
1360408,2018-12-05 10:06:04,17,usd_50_4,1.99
1360408,2018-12-05 10:06:34,17,usd_50_4,1.99
1360408,2018-12-05 10:07:04,17,usd_50_4,1.99
1360408,2018-12-05 10:07:20,17,usd_50_4,1.99
1360408,2018-12-05 10:21:05,17,usd_50_4,1.99
1360408,2018-12-05 16:12:29,18,usd_50_4,1.99
1288260,2018-12-05 17:13:32,10,pack11,4.9849
1369849,2018-12-05 22:35:06,10,usd_50_25,12.99
1360408,2018-12-06 05:54:29,20,usd_50_4,1.99
1370618,2018-12-06 12:07:25,10,pack11,4.578
1360408,2018-12-06 19:23:34,20,usd_50_4,1.99
1360408,2018-12-06 20:09:17,21,usd_50_4,1.99
1360408,2018-12-06 20:11:27,21,usd_50_4,1.99
1360408,2018-12-06 20:13:56,21,usd_50_25,12.99
1360408,2018-12-06 20:20:33,21,usd_50_10,4.99
1360408,2018-12-06 20:21:22,21,usd_50_4,1.99
1368948,2018-12-05 02:35:41,8,usd_50_4,1.5231
1368948,2018-12-05 02:49:35,10,pack11,4.1008
1364063,2018-12-05 03:48:06,20,usd_50_75,37.99
1364063,2018-12-05 05:12:45,21,usd_50_25,12.99
1364063,2018-12-05 05:18:54,21,usd_50_10,4.99
1334567,2018-12-05 06:37:41,8,usd4,3.99
1358439,2018-12-05 09:06:33,13,usd_50_4,2.3213
1370135,2018-12-05 16:47:34,8,usd_50_10,4.99
1368107,2018-12-05 18:55:02,23,ship2,13.2
1298320,2018-12-05 22:07:24,17,usd10,9.99
1368107,2018-12-06 02:29:07,24,usd_50_25,12.2591
1103936,2018-12-06 15:52:28,29,usd25,24.99
1368180,2018-12-06 16:54:36,19,usd_50_25,16.2499
1371083,2018-12-06 21:24:47,5,usd_50_4,1.99
1369676,2018-12-05 06:43:00,10,pack11,4.99
1249547,2018-12-05 12:21:11,32,usd75,86.9743
1202106,2018-12-06 00:43:28,35,usd10,9.99
1370716,2018-12-06 09:49:05,3,pack3,6.5593
1370716,2018-12-06 16:18:04,6,usd_50_10,6.5593
1371006,2018-12-06 17:56:24,3,pack3,4.99
1371006,2018-12-06 18:17:41,5,pack10,12.99
1371173,2018-12-06 22:22:24,3,pack3,4.99
1369596,2018-12-05 10:17:24,5,pack10,15.2115
1369596,2018-12-05 10:20:26,5,usd_50_25,15.2115
1369596,2018-12-05 11:32:18,9,pack13,22.8227
1369596,2018-12-05 11:38:30,9,usd_50_10,5.9694
1369596,2018-12-05 11:49:08,10,usd_50_10,5.9694
1369546,2018-12-05 12:05:39,16,usd25,24.99
1369546,2018-12-05 12:06:51,16,ship1,7.99
1288706,2018-12-05 14:40:36,10,usd4,3.99
1370178,2018-12-05 15:44:45,5,usd_50_4,1.6397
1370243,2018-12-05 17:12:40,3,usd_50_10,6.242000000000001
1370178,2018-12-05 18:28:25,7,usd_50_10,4.1622
1202007,2018-12-05 19:01:09,56,usd25,24.99
1370178,2018-12-06 00:03:11,10,pack13,15.0934
1369596,2018-12-06 11:23:16,16,ship1,9.7766
1369596,2018-12-06 11:24:37,16,usd_50_25,15.2141
1369596,2018-12-06 11:25:46,16,pack15,30.4391
1369596,2018-12-06 11:27:11,16,usd_50_10,5.9704
1370765,2018-12-06 11:49:05,5,usd_50_4,1.8775
1370178,2018-12-06 12:49:53,15,usd_50_25,10.5181
1370765,2018-12-06 13:04:33,9,usd_50_4,1.8775
1370753,2018-12-06 14:14:37,8,usd_50_4,1.99
1370209,2018-12-06 14:54:05,5,pack10,12.99
1370209,2018-12-06 14:57:33,5,usd_50_10,4.99
1370178,2018-12-06 15:24:42,17,pack15,20.2336
1370178,2018-12-06 15:25:21,17,usd_50_10,4.1819
1370765,2018-12-06 15:46:13,11,usd_50_4,1.8775
1370765,2018-12-06 16:40:20,12,usd_50_4,1.8775
1370765,2018-12-06 17:11:42,12,usd_50_4,1.8775
1370765,2018-12-06 19:57:11,13,usd_50_4,1.8775
1370254,2018-12-06 21:38:54,7,usd_50_10,4.99
1273331,2018-11-10 00:23:28,5,usd4,4.6486
1273473,2018-11-10 02:40:58,4,usd4,3.5405
1273473,2018-11-10 05:59:13,7,pack4,5.4277
1273473,2018-11-10 13:54:29,10,usd_50_4,1.7686
1273473,2018-11-10 13:59:56,10,usd_50_4,1.7686
1273473,2018-11-10 14:01:31,10,usd_50_4,1.7686
1273473,2018-11-10 14:03:58,11,usd_50_4,1.7686
1273473,2018-11-10 14:04:32,11,usd_50_4,1.7686
1273473,2018-11-12 02:51:16,17,usd_50_4,1.794
1269499,2018-11-07 09:17:08,3,pack3,4.99
1269499,2018-11-07 09:36:19,5,pack10,12.99
1263608,2018-11-07 11:02:46,26,battleshipa4,9.99
1263608,2018-11-08 10:41:57,28,ship2,13.99
1263608,2018-11-08 10:42:37,28,usd25,24.99
1263608,2018-11-10 21:02:02,34,usd75,74.99
1273463,2018-11-11 13:33:14,9,usd_50_4,2.4758
1263608,2018-11-11 15:38:31,35,usd25,24.99
1263608,2018-11-11 15:38:53,35,usd75,74.99
1263608,2018-11-11 15:39:07,35,usd75,74.99
1258485,2018-11-07 18:24:17,18,usd4,3.99
1258485,2018-11-07 18:24:31,18,usd4,3.99
1258485,2018-11-07 20:27:44,18,playeraddons3,6.99
1258485,2018-11-13 00:01:43,24,ship2,13.99
1258485,2018-11-13 00:02:11,24,ship2addon4,15.99
1269416,2018-11-07 13:49:13,10,pack11,5.8936
1269416,2018-11-09 23:27:02,17,ship1,9.6457
1249237,2018-11-10 05:41:36,15,univ16,19.99
1268819,2018-11-09 03:30:12,13,pack1,7.99
1273260,2018-11-12 00:32:47,10,pack11,4.99
508639,2018-11-08 02:09:33,11,usd10,9.99
1233128,2018-11-08 09:49:24,23,ship2,16.1345
1233128,2018-11-09 17:39:33,23,univ9,80.4597
1269682,2018-11-07 19:34:54,3,usd_50_4,2.3141
1269682,2018-11-08 01:27:45,9,usd_50_4,2.3141
893274,2018-11-09 22:37:02,17,univ9,69.99
1199480,2018-11-10 19:58:56,18,usd10,11.6289
1284214,2018-11-12 14:17:09,3,pack3,4.99
1199480,2018-11-13 21:58:14,18,usd10,11.805
1096142,2018-11-09 14:58:48,43,univ16,19.4139
833466,2018-11-12 09:42:04,49,usd4,3.99
1270231,2018-11-09 14:02:30,8,usd4,3.99
1038196,2018-11-07 12:18:47,40,usd10,9.99
1038196,2018-11-10 10:02:32,40,usd10,9.99
1038196,2018-11-12 11:45:29,40,usd10,9.99
1270076,2018-11-08 20:57:10,7,usd_50_50,24.99
1270076,2018-11-09 23:41:39,11,usd25,24.99
1273419,2018-11-10 02:07:26,8,pack4,5.99
1273419,2018-11-10 02:46:00,9,pack13,18.99
1273419,2018-11-10 22:00:10,12,usd_50_4,1.99
1269978,2018-11-09 11:19:50,9,usd4,3.99
1269978,2018-11-09 11:41:12,10,pack11,4.99
1269284,2018-11-08 21:13:50,7,usd_50_4,1.99
1269284,2018-11-09 12:46:17,10,pack11,4.99
1219362,2018-11-09 14:21:06,30,univ16,19.99
1219362,2018-11-10 10:46:28,33,univ13,12.99
1219362,2018-11-10 11:28:08,34,univ13,12.99
1258222,2018-11-07 15:32:38,17,ship1,7.6411
1006425,2018-11-08 02:58:26,14,usd10,11.8291
1269153,2018-11-07 03:47:54,3,pack3,4.5889
97214,2018-11-10 21:28:07,20,usd25,24.2964
1283731,2018-11-12 16:26:30,10,usd_50_4,1.99
1283617,2018-11-12 06:06:42,10,pack11,5.9421
49937,2018-11-13 05:42:14,8,usd4,3.99
1273147,2018-11-09 12:26:54,7,pack4,5.99
1273147,2018-11-09 17:53:18,11,pack8,9.99
1273147,2018-11-09 18:15:13,11,usd4,3.99
1273147,2018-11-09 18:48:08,11,usd4,3.99
1273147,2018-11-09 18:54:10,11,usd4,3.99
1273147,2018-11-12 06:15:13,15,usd4,3.99
1273147,2018-11-12 06:19:59,15,usd4,3.99
1273147,2018-11-13 12:17:37,18,usd4,3.99
1273147,2018-11-13 12:18:10,18,usd4,3.99
10858,2018-11-07 16:17:54,54,univ2,19.99
10858,2018-11-11 16:14:51,55,univ9,69.99
1269730,2018-11-07 21:49:47,3,pack3,4.99
1269730,2018-11-07 21:50:16,3,pack3addon4,6.99
1284442,2018-11-13 01:40:43,3,pack3,4.8614
1284442,2018-11-13 01:42:14,3,pack3addon4,6.9478
1284442,2018-11-13 02:12:27,5,pack10,12.5116
1284442,2018-11-13 02:12:54,5,pack8addon4,9.7297
1248733,2018-11-08 00:12:05,23,ship2,13.99
1283361,2018-11-11 17:43:05,7,usd_50_4,2.3165
1283717,2018-11-12 14:52:10,10,usd_50_4,1.9017
733306,2018-11-09 20:55:13,25,univ9,69.99
1268211,2018-11-13 16:57:36,20,usd10,9.99
1283291,2018-11-10 15:59:33,3,pack3,4.7704
12894,2018-11-09 17:38:18,27,univ9,69.99
12894,2018-11-11 00:00:09,29,usd25,24.99
